Laptop_name,Year,OS,CPU,CPU_Cores,CPU_Threads,CPU_Default_Clock,CPU_Boosted_Clock,CPU_Transistor_Size(nm),CPU_L3(MB),CPU_TDP,GPU,GPU_Memory(GB),GPU_Memory_Type,GPU_Bus_Width(bit),GPU clock,GPU memory clock,Memory,Storage,Display,Weight(kg),Price
Asus Vivobook 15 M513UA-L1282T,2022,Windows,ryzen 7 5700u,8,16,1.8,4.3,7,8.0,15 W,radeon rx vega 8,,,,2000 MHz,System Shared,"16 GB  ,, DDR4", 512GB SSD,"15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, OLED, glossy: yes",1.8,
Asus Vivobook 15 K513EQ,2022,Windows,core i7-1165g7,4,8,2.8,4.7,10,12.0,28 W,geforce mx350,2.0,GDDR5,64,747 MHz,1752 MHz,"16 GB  ,, 8 GB soldered + 8 GB SK Hynix DDR4-3200 removable, 1600 MHz, 22-22-22-52","Intel SSD 660p SSDPEKNW512G8, 512 GB  ","15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, Samsung ATNA56YX03-0, OLED, glossy: yes, HDR, 60 Hz",1.56,900 USD
Asus VivoBook 15 K513EA-L12891W,2022,Windows,core i5-1135g7,4,8,2.4,4.2,10,8.0,28 W,iris xe graphics g7 80eus,,,,300 MHz,System Shared,"12 GB  ,, DDR4", 512GB SSD,"15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, OLED",1.8,
Asus VivoBook 15 K513EA-L11430T,2022,Windows,core i5-1135g7,4,8,2.4,4.2,10,8.0,28 W,iris xe graphics g7 80eus,,,,300 MHz,System Shared,"12 GB  ,, DDR4", 1TB SSD,"15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, OLED, glossy: yes",1.7,
Asus VivoBook 15 K513EA-L11141T,2022,Windows,core i7-1165g7,4,8,2.8,4.7,10,12.0,28 W,iris xe graphics g7 96eus,,,,300 MHz,System Shared,"12 GB  ,, DDR4", 512GB SSD,"15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, OLED, glossy: yes",1.8,
Asus VivoBook 15 K513EA-AB54,2022,Windows,core i5-1135g7,4,8,2.4,4.2,10,8.0,28 W,iris xe graphics g7 80eus,,,,300 MHz,System Shared,"12 GB  ,, DDR4-3200", 512GB SSD,"15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, OLED, glossy: yes",1.8,680 Euro
Asus Vivobook 15 F515EA-EJ1782W,2022,Windows,core i3-1115g4,2,4,3.0,4.1,10,6.0,28 W,uhd graphics xe g4 48eus,,,,1450 MHz,System Shared,8 GB  , 512GB SSD,"15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, glossy: no, 60 Hz",1.8,
Asus Vivobook 15 F515EA-EJ1479W,2022,Windows,core i7-1165g7,4,8,2.8,4.7,10,12.0,28 W,iris xe graphics g7 96eus,,,,300 MHz,System Shared,"16 GB  ,, DDR4", 512GB SSD,"15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, IPS, glossy: no, 60 Hz",1.8,
Asus Vivobook 15 F515EA-BR1354T,2022,Windows,core i3-1115g4,2,4,3.0,4.1,10,6.0,28 W,uhd graphics xe g4 48eus,,,,1450 MHz,System Shared,"8 GB  ,, DDR4","256 GB NVMe, 256 GB  ","15.60 inch 16:9, 1366 x 768 pixel 100 PPI, TN, glossy: no",1.8,
Asus VivoBook 14 X415EA-EB1703W,2022,Windows,core i5-1135g7,4,8,2.4,4.2,10,8.0,28 W,iris xe graphics g7 80eus,,,,300 MHz,System Shared,"8 GB  ,, DDR4-3200", 512GB SSD,"14.10 inch 16:9, 1920 x 1080 pixel 156 PPI, glossy: no, 60 Hz",1.55,
Asus Vivobook 14 X413EA-EK1338T,2022,Windows,core i5-1135g7,4,8,2.4,4.2,10,8.0,28 W,iris xe graphics g7 80eus,,,,300 MHz,System Shared,"8 GB  ,, DDR4", 512GB SSD,"14.00 inch 16:9, 1920 x 1080 pixel 157 PPI, glossy: no, 60 Hz",1.4,
Asus VivoBook 14 K413EA-EK231T,2022,Windows,core i5-1135g7,4,8,2.4,4.2,10,8.0,28 W,iris xe graphics g7 80eus,,,,300 MHz,System Shared,"8 GB  ,, DDR4", 512GB SSD,"14.00 inch 16:9, 1920 x 1080 pixel 157 PPI, TN, glossy: no, 60 Hz",1.4,
Asus VivoBook 14 K413EA-EB362T,2022,Windows,core i5-1135g7,4,8,2.4,4.2,10,8.0,28 W,iris xe graphics g7 80eus,,,,300 MHz,System Shared,"8 GB  ,, DDR4", 512GB SSD,"14.00 inch 16:9, 1920 x 1080 pixel 157 PPI, IPS, glossy: no, 60 Hz",1.4,
Asus Vivobook 14 K413EA-EB1156T,2022,Windows,core i5-1135g7,4,8,2.4,4.2,10,8.0,28 W,iris xe graphics g7 80eus,,,,300 MHz,System Shared,"16 GB  ,, DDR4", 512GB SSD,"14.00 inch 16:9, 1920 x 1080 pixel 157 PPI",1.4,
Asus Vivobook 14 F415EA-EK1255W,2022,Windows,core i5-1135g7,4,8,2.4,4.2,10,8.0,28 W,iris xe graphics g7 80eus,,,,300 MHz,System Shared,"16 GB  ,, DDR4", 1TB SSD,"14.00 inch 16:9, 1920 x 1080 pixel 157 PPI, glossy: no, 60 Hz",1.55,
Asus VivoBook 14 F415EA-EB378T,2022,Windows,core i7-1165g7,4,8,2.8,4.7,10,12.0,28 W,iris xe graphics g7 96eus,,,,300 MHz,System Shared,"16 GB  ,, DDR4", 1TB SSD,"14.00 inch 16:9, 1920 x 1080 pixel 157 PPI, glossy: no, 60 Hz",1.55,
Asus Vivobook 14 F415EA-EK1005W,2022,Windows,core i5-1135g7,4,8,2.4,4.2,10,8.0,28 W,iris xe graphics g7 80eus,,,,300 MHz,System Shared,"8 GB  ,, DDR4", 512GB SSD,"14.00 inch 16:9, 1920 x 1080 pixel 157 PPI, IPS, glossy: no, 60 Hz",1.55,500 Euro
Asus VivoBook 14 F415EA-EB377T,2022,Windows,core i7-1165g7,4,8,2.8,4.7,10,12.0,28 W,iris xe graphics g7 96eus,,,,300 MHz,System Shared,"8 GB  ,, DDR4", 512GB SSD,"14.00 inch 16:9, 1920 x 1080 pixel 157 PPI, glossy: no, 60 Hz",1.55,
Asus VivoBook 14 E410MA-EK007WS,2022,Windows,celeron n4020,2,2,1.1,2.8,14,4.0,6 W,uhd graphics 600,,,,200 MHz,System Shared,"4 GB  ,, DDR4","64 GB eMMC Flash, 64 GB  ","14.00 inch 16:9, 1920 x 1080 pixel 157 PPI, glossy: no, 60 Hz",1.3,
Asus VivoBook 14 E410MA-EK007TS,2022,Windows,celeron n4020,2,2,1.1,2.8,14,4.0,6 W,uhd graphics 600,,,,200 MHz,System Shared,4 GB  ,"64 GB eMMC Flash, 64 GB  ","14.00 inch 16:9, 1920 x 1080 pixel 157 PPI",1.3,
Asus Vivobook 13 Slate,2022,Windows,pentium silver n6000,4,4,1.1,3.3,10,4.0,6 W,uhd graphics,,,,300 MHz,System Shared,"8 GB  ,, dual-channel LPDDR4",", 256 GB  ","13.30 inch 16:9, 1920 x 1080 pixel 166 PPI, native pen support, Samsung SDC4169 ATNA33XC21, OLED, glossy: yes, detachable screen, HDR, 60 Hz",1.393,
Asus TUF Gaming F17 FX706LI-ES53,2022,Windows,core i5-10300h,4,8,2.5,4.5,14,6.0,45 W,geforce gtx 1650 ti mobile,4.0,GDDR6,128,1350 MHz,1500 MHz,"8 GB  ,, DDR4-2933", 512GB SSD,"17.30 inch 16:9, 1920 x 1080 pixel 127 PPI, IPS, glossy: no, 60 Hz",2.6,850 Euro
Asus TUF Gaming F17 FX706HM-HX116R,2022,Windows,core i7-11800h,8,16,1.9,4.6,10,24.0,35 W,geforce rtx 3060 mobile,6.0,GDDR6,192,900 MHz,1750 MHz,"16 GB  ,, DDR4-3200", 1TB SSD,"17.30 inch 16:9, 3840 x 2160 pixel 255 PPI, IPS, glossy: no, 144 Hz",2.6,2050 Euro
Asus TUF Gaming F15 FX507ZC,2022,Windows,core i7-12700h,14,20,2.3,4.7,10,24.0,45 W,geforce rtx 3050 mobile,4.0,GDDR6,128,712 MHz,1500 MHz,"16 GB  ,, DDR5-4800", 512GB SSD,"15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, IPS, glossy: yes, 144 Hz",2.2,
Asus TUF Gaming F15 FX506LH-AS51,2022,Windows,core i5-10300h,4,8,2.5,4.5,14,6.0,45 W,geforce gtx 1650 mobile,4.0,GDDR5,128,1395 MHz,2001 MHz,"8 GB  ,, DDR4-2933", 512GB SSD,"15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, IPS, glossy: no, 144 Hz",2.3,600 Euro
Asus TUF Gaming F15 FX506HM-HN016,2022,Windows,core i5-11400h,6,12,2.2,4.5,10,12.0,35 W,geforce rtx 3060 mobile,6.0,GDDR6,192,900 MHz,1750 MHz,"16 GB  ,, DDR4-3200", 512GB SSD,"15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, IPS, glossy: no, 144 Hz",2.3,1100 Euro
Asus TUF Gaming F15 FX506HCB-HN256T,2022,Windows,core i5-11400h,6,12,2.2,4.5,10,12.0,35 W,geforce rtx 3050 mobile,4.0,GDDR6,128,712 MHz,1500 MHz,"8 GB  ,, DDR4-3200", 512GB SSD,"15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, IPS, glossy: no, 144 Hz",2.3,
Asus TUF Gaming F15 FX506HCB-HN243T,2022,Windows,core i5-11400h,6,12,2.2,4.5,10,12.0,35 W,geforce rtx 3050 ti mobile,4.0,GDDR6,128,735 MHz,1500 MHz,"16 GB  ,, DDR4-3200", 512GB SSD,"15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, IPS, glossy: no, 144 Hz",2.3,1200 Euro
Asus TUF Gaming A17 FA707RR,2022,Windows,ryzen 7 6800h,8,16,3.2,4.7,6,16.0,45 W,geforce rtx 3070 mobile,8.0,GDDR6,256,1110 MHz,1750 MHz,"16 GB  ,, DDR5-4800", 1TB SSD,"17.30 inch 16:9, 1920 x 1080 pixel 127 PPI, IPS, glossy: no, 144 Hz",2.6,
Asus TUF Gaming A15 FA507RR-HQ083W,2022,Windows,ryzen 7 6800h,8,16,3.2,4.7,6,16.0,45 W,geforce rtx 3060 ti,8.0,GDDR6,256,1410 MHz,1750 MHz,"16 GB  ,, DDR5-4800", 512GB SSD,"16.00 inch 16:9, 2560 x 1440 pixel 184 PPI, IPS, glossy: no",2.2,1800 Euro
Asus TUF Gaming A15 FA507RR-HQ007W,2022,Windows,ryzen 7 6800h,8,16,3.2,4.7,6,16.0,45 W,geforce rtx 3070 mobile,8.0,GDDR6,256,1110 MHz,1750 MHz,"16 GB  ,, DDR5-4800", 1TB SSD,"15.60 inch 16:9, 2560 x 1440 pixel 188 PPI, IPS, glossy: no, 165 Hz",2.2,1900 Euro
Asus TUF Gaming A15 FA507RM-HQ028W,2022,Windows,ryzen 7 6800h,8,16,3.2,4.7,6,16.0,45 W,geforce rtx 3060 mobile,6.0,GDDR6,192,900 MHz,1750 MHz,"16 GB  ,, DDR5-4800", 1TB SSD,"15.60 inch 16:9, 2560 x 1440 pixel 188 PPI, IPS, glossy: no, 165 Hz",2.2,1700 Euro
Asus TUF Dash F15 FX517ZE-HN044W,2022,Windows,core i5-12450h,8,12,2.0,4.4,10,12.0,45 W,geforce rtx 3050 ti mobile,4.0,GDDR6,128,735 MHz,1500 MHz,"16 GB  ,, DDR5-4800", 512GB SSD,"15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, IPS, glossy: no, 144 Hz",2.0,
Asus TUF Dash F15 FX517ZE,2022,Windows,core i7-12650h,10,16,2.3,4.7,10,24.0,45 W,geforce rtx 3050 ti mobile,4.0,GDDR6,128,735 MHz,1500 MHz,"16 GB  ,, DDR5-4800", 512GB SSD,"15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, IPS, glossy: no, 144 Hz",2.0,
Asus TUF Dash 15 FX517ZM-AS73,2022,Windows,core i7-12650h,10,16,2.3,4.7,10,24.0,45 W,geforce rtx 3060 mobile,6.0,GDDR6,192,900 MHz,1750 MHz,"16 GB  ,, DDR4-4800", 512GB SSD,"15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, IPS, glossy: no, 144 Hz",2.0,1400 Euro
Asus ROG Zephyrus S17 GX703HS-KF004R,2022,Windows,core i9-11900h,8,16,2.1,4.9,10,24.0,35 W,geforce rtx 3080 mobile,8.0,GDDR6,256,1110 MHz,1750 MHz,"16 GB  ,, DDR4-3200", 1TB + 1TB + 1TB M.2 NVMe™ PCIe® 4.0 Performance SSD (RAID0),"17.30 inch 16:9, 3840 x 2160 pixel 255 PPI, IPS, 3ms, glossy: no, 120 Hz",2.6,
Asus ROG Zephyrus M16 GU603ZX-K8001W,2022,Windows,core i9-12900h,14,20,2.5,5.0,10,24.0,45 W,geforce rtx 3080 ti mobile,16.0,GDDR6,256,810 MHz,2000 MHz,"32 GB  ,, DDR5-4800", 2TB SSD,"16.00 inch 16:10, 2560 x 1600 pixel 189 PPI, IPS, glossy: no, 165 Hz",1.9,3450 Euro
Asus ROG Zephyrus M16 GU603ZW-K8062W,2022,Windows,core i9-12900h,14,20,2.5,5.0,10,24.0,45 W,geforce rtx 3070 ti mobile,8.0,GDDR6,256,915 MHz,1750 MHz,"32 GB  ,, DDR5-4800", 1TB SSD,"16.00 inch 16:10, 2560 x 1600 pixel 189 PPI, IPS, glossy: no, 165 Hz",1.9,
Asus ROG Zephyrus M16 GU603ZM-K8057W,2022,Windows,core i7-12700h,14,20,2.3,4.7,10,24.0,45 W,geforce rtx 3060 mobile,6.0,GDDR6,192,900 MHz,1750 MHz,"16 GB  ,, DDR5-4800", 1TB SSD,"16.00 inch 16:10, 2560 x 1600 pixel 189 PPI, IPS, glossy: no, 165 Hz",1.9,2000 Euro
Asus ROG Zephyrus G15 GA503RM-HQ007W,2022,Windows,ryzen 9 6900hs,8,16,3.3,4.9,6,16.0,35 W,geforce rtx 3060 mobile,6.0,GDDR6,192,900 MHz,1750 MHz,"16 GB  ,, DDR5-4800", 1TB SSD,"15.60 inch 16:9, 2560 x 1440 pixel 188 PPI, IPS, glossy: no, 240 Hz",1.9,
Asus ROG Zephyrus G15 GA503RM-HQ003W,2022,Windows,ryzen 7 6800hs,8,16,3.2,4.7,6,16.0,35 W,geforce rtx 3060 mobile,6.0,GDDR6,192,900 MHz,1750 MHz,"16 GB  ,, DDR5-4800", 512GB SSD,"15.60 inch 16:9, 2560 x 1440 pixel 188 PPI, IPS, glossy: no, 240 Hz",1.9,1650 Euro
Asus ROG Zephyrus G15 GA503QE,2022,Windows,ryzen 9 5900hs,8,16,3.0,4.6,7,16.0,35 W,geforce rtx 3050 ti mobile,4.0,GDDR6,128,735 MHz,1500 MHz,"16 GB  ,, DDR4", 1TB PCIe 3.0 NVMe M.2 SSD,"15.60 inch 16:9, 2560 x 1440 pixel 188 PPI, IPS, 165 Hz",1.9,
Asus ROG Zephyrus G14 GA402RK-L8093W,2022,Windows,ryzen 9 6900hs,8,16,3.3,4.9,6,16.0,35 W,radeon rx 6800s,8.0,GDDR6,128,1800 MHz,2000 MHz,"16 GB  ,, DDR5-4800", 1TB SSD,"14.00 inch 16:10, 2560 x 1600 pixel 216 PPI, IPS, 3ms, glossy: no, 120 Hz",1.65,
Asus ROG Zephyrus G14 GA402RJ-L8116W,2022,Windows,ryzen 7 6800hs,8,16,3.2,4.7,6,16.0,35 W,radeon rx 6700s,8.0,GDDR6,128,1700 MHz,1750 MHz,"16 GB  ,, DDR5-4800", 1TB SSD,"14.00 inch 16:10, 2560 x 1600 pixel 216 PPI, IPS, glossy: no, 120 Hz",1.65,1950 Euro
Asus ROG Zephyrus G14 GA401QE-HZ047,2022,Windows,ryzen 9 5900hs,8,16,3.0,4.6,7,16.0,35 W,geforce rtx 3050 ti mobile,4.0,GDDR6,128,735 MHz,1500 MHz,"16 GB  ,, DDR4-", 1TB SSD,"14.00 inch 16:9, 1920 x 1080 pixel 157 PPI, IPS, glossy: no, 144 Hz",1.6,
Asus ROG Zephyrus G14 GA401QC-K2123T,2022,Windows,ryzen 7 5800hs,8,16,2.8,4.4,7,16.0,35 W,geforce rtx 3050 mobile,4.0,GDDR6,128,712 MHz,1500 MHz,"16 GB  ,, DDR4-3200", 512GB SSD,"14.00 inch 16:9, 2560 x 1440 pixel 210 PPI, IPS, glossy: no, 120 Hz",1.6,1300 Euro
Asus ROG Strix Scar 17 SE G733CX-LL016W,2022,Windows,core i9-12950hx,16,24,2.3,5.0,10,30.0,55 W,geforce rtx 3080 ti mobile,16.0,GDDR6,256,810 MHz,2000 MHz,"32 GB  ,, DDR4-4800", 4TB SSD,"17.30 inch 16:9, 2560 x 1440 pixel 170 PPI, IPS, glossy: no, 240 Hz",3.1,4050 Euro
Asus ROG Strix Scar 15 G533ZX-XS96,2022,Windows,core i9-12900h,14,20,2.5,5.0,10,24.0,45 W,geforce rtx 3080 ti mobile,16.0,GDDR6,256,810 MHz,2000 MHz,"32 GB  ,, DDR5-4800", 1TB NVMe SSD,"15.60 inch 16:9, 3840 x 2160 pixel 282 PPI, IPS, glossy: no, 240 Hz",2.4,
Asus ROG Strix Scar 15 G533ZW-LN017W,2022,Windows,core i9-12900h,14,20,2.5,5.0,10,24.0,45 W,geforce rtx 3070 ti mobile,8.0,GDDR6,256,915 MHz,1750 MHz,"32 GB  ,, DDR5-4800", 1TB SSD,"15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, IPS, glossy: no, 300 Hz",2.4,
Asus ROG Strix Scar 15 G533ZW-AS94,2022,Windows,core i9-12900h,14,20,2.5,5.0,10,24.0,45 W,geforce rtx 3070 ti mobile,8.0,GDDR6,256,915 MHz,1750 MHz,"16 GB  ,, DDR5-4800", 1TB SSD,"15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, IPS, glossy: no, 300 Hz",2.4,2100 Euro
Asus ROG Strix Scar 15 G533zm,2022,Windows,core i9-12900h,14,20,2.5,5.0,10,24.0,45 W,geforce rtx 3060 mobile,6.0,GDDR6,192,900 MHz,1750 MHz,"16 GB  ,, 2x 8 GB Samsung DDR5-4800",,"15.60 inch 16:9, 2560 x 1440 pixel 188 PPI, BOE CQ NE156QHM-NZ2 (BOE0A55), IPS, glossy: yes, 240 Hz",2.328,1999 Euro
Asus ROG Strix G17 G733ZX-LL009W,2022,Windows,core i9-12900h,14,20,2.5,5.0,10,24.0,45 W,geforce rtx 3080 ti mobile,16.0,GDDR6,256,810 MHz,2000 MHz,"32 GB  ,, DDR5-4800", 2TB,"17.30 inch 16:9, 2560 x 1440 pixel 170 PPI, IPS, glossy: no, 240 Hz",2.9,
Asus ROG Strix G17 G733ZW-LL103W,2022,Windows,core i9-12900h,14,20,2.5,5.0,10,24.0,45 W,geforce rtx 3070 ti mobile,8.0,GDDR6,256,915 MHz,1750 MHz,"32 GB  ,, DDR5-4800", 1TB SSD,"17.30 inch 16:9, 2560 x 1440 pixel 170 PPI, IPS, glossy: no, 240 Hz",2.9,2900 Euro
Asus ROG Strix G17 G733ZM-LL034W,2022,Windows,core i9-12900h,14,20,2.5,5.0,10,24.0,45 W,geforce rtx 3060 mobile,6.0,GDDR6,192,900 MHz,1750 MHz,"16 GB  ,, DDR5-4800", 1TB SSD,"17.30 inch 16:9, 2560 x 1440 pixel 170 PPI, IPS, glossy: no, 240 Hz",2.9,1820 Euro
Asus ROG Strix G17 G713RW-LL103W,2022,Windows,ryzen 9 6900hx,8,16,3.3,4.9,6,16.0,45 W,geforce rtx 3070 ti mobile,8.0,GDDR6,256,915 MHz,1750 MHz,"32 GB  ,, DDR5-4800", 1TB SSD,"17.30 inch 16:9, 2560 x 1440 pixel 170 PPI, IPS, glossy: no, 240 Hz",2.8,
Asus ROG Strix G17 G713RM-KH093W,2022,Windows,ryzen 7 6800h,8,16,3.2,4.7,6,16.0,45 W,geforce rtx 3060 mobile,6.0,GDDR6,192,900 MHz,1750 MHz,"16 GB  ,, DDR5-4800", 512GB SSD,"17.30 inch 16:9, 1920 x 1080 pixel 127 PPI, IPS, 3ms, glossy: no, 360 Hz",2.8,1750 Euro
Asus ROG Strix G17 G713QR-K4048T,2022,Windows,ryzen 9 5900hx,8,16,3.3,4.6,7,16.0,45 W,geforce rtx 3070 mobile,8.0,GDDR6,256,1110 MHz,1750 MHz,"8 GB  ,, DDR4-3200", 1TB SSD M.2 NVMe PCIe 3.0,"17.30 inch 16:9, 2560 x 1440 pixel 170 PPI, glossy: no, 165 Hz",2.7,
Asus ROG Strix G17 G713IE-HX011,2022,Windows,ryzen 7 4800h,8,16,2.9,4.2,7,12.0,54 W,geforce rtx 3050 ti mobile,4.0,GDDR6,128,735 MHz,1500 MHz,"16 GB  ,, DDR4", 1TB SSD,"17.30 inch 16:9, 1920 x 1080 pixel 127 PPI, IPS, glossy: no, 144 Hz",2.7,
Asus ROG Strix G15 G513RW-HQ021W,2022,Windows,ryzen 9 6900hx,8,16,3.3,4.9,6,16.0,45 W,geforce rtx 3070 ti mobile,8.0,GDDR6,256,915 MHz,1750 MHz,"16 GB  ,, DDR5-4800", 1TB SSD,"15.60 inch 16:9, 2560 x 1440 pixel 188 PPI, IPS, glossy: no, 165 Hz",2.3,2300 Euro
Asus ROG Strix G15 G513RM-HQ003W,2022,Windows,ryzen 7 6800h,8,16,3.2,4.7,6,16.0,45 W,geforce rtx 3060 mobile,6.0,GDDR6,192,900 MHz,1750 MHz,"16 GB  ,, DDR5-4800", 512GB SSD,"15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, IPS, glossy: no, 300 Hz",2.3,1650 Euro
Asus ROG Strix G15 G513RC,2022,Windows,ryzen 7 6800h,8,16,3.2,4.7,6,16.0,45 W,geforce rtx 3050 mobile,4.0,GDDR6,128,712 MHz,1500 MHz,"8 GB  ,, DDR5-4800", 512GB SSD,"15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, IPS, 144 Hz",2.1,
Asus ROG Flow Z13 GZ301ZC-LD027W,2022,Windows,core i7-12700h,14,20,2.3,4.7,10,24.0,45 W,geforce rtx 3050 mobile,4.0,GDDR6,128,712 MHz,1500 MHz,"16 GB  ,, DDR5", 512GB SSD,"13.40 inch 16:10, 1920 x 1200 pixel 169 PPI, Capacitive, native pen support, IPS, glossy: yes, detachable screen, 120 Hz",1.18,
Asus ROG Flow X16 GV601RW-M5093W,2022,Windows,ryzen 7 6800hs,8,16,3.2,4.7,6,16.0,35 W,geforce rtx 3070 ti mobile,8.0,GDDR6,256,915 MHz,1750 MHz,"32 GB  ,, DDR5-4800", 2TB SSD,"16.00 inch 16:10, 2560 x 1600 pixel 189 PPI, native pen support, Corning Gorilla Glass 3, glossy: yes, 165 Hz",2.1,3400 Euro
Asus ROG Flow X16 GV601RM-M5038W,2022,Windows,ryzen 9 6900hs,8,16,3.3,4.9,6,16.0,35 W,geforce rtx 3060 mobile,6.0,GDDR6,192,900 MHz,1750 MHz,"32 GB  ,, DDR5-4800", 1TB SSD,"16.00 inch 16:10, 2560 x 1600 pixel 189 PPI, Capacitive, IPS, glossy: yes, 165 Hz",2.1,
Asus ROG Flow X13 GV301RE-LI134W,2022,Windows,ryzen 7 6800hs,8,16,3.2,4.7,6,16.0,35 W,geforce rtx 3050 ti mobile,4.0,GDDR6,128,735 MHz,1500 MHz,"16 GB  ,, DDR5-6400", 1TB SSD,"13.40 inch 16:10, 3840 x 2400 pixel 338 PPI, Capacitive, native pen support, IPS, glossy: yes, 60 Hz",1.3,2200 Euro
Asus ProArt StudioBook Pro 16 H5600QM-L2160W,2022,Windows,ryzen 9 5900hx,8,16,3.3,4.6,7,16.0,45 W,geforce rtx 3070 mobile,8.0,GDDR6,256,1110 MHz,1750 MHz,, 2TB SSD,"16.00 inch 16:9, 3840 x 2160 pixel 275 PPI, OLED, glossy: yes, 60 Hz",2.4,
Asus ROG Flow X13 GV301RA-LJ011W,2022,Windows,ryzen 7 6800hs,8,16,3.2,4.7,6,16.0,35 W,radeon 680m,,,,2000 MHz,System Shared,"16 GB  ,, DDR5-4600", 512GB SSD,"13.40 inch 16:10, 1920 x 1200 pixel 169 PPI, Capacitive, native pen support, IPS, glossy: yes, 120 Hz",1.3,1450 Euro
Asus ProArt StudioBook 16 W7600H3A-L2034X,2022,Windows,core i7-11800h,8,16,1.9,4.6,10,24.0,35 W,rtx a3000 mobile,6.0,GDDR6,192,1260 MHz,1375 MHz,"64 GB  ,, DDR4-3200", 1TB SSD,"16.00 inch 16:10, 3840 x 2400 pixel 283 PPI, OLED, glossy: yes, 60 Hz",2.4,4500 Euro
Asus ProArt StudioBook 16 H7600HM-L2030X,2022,Windows,core i7-11800h,8,16,1.9,4.6,10,24.0,35 W,geforce rtx 3060 mobile,6.0,GDDR6,192,900 MHz,1750 MHz,"32 GB  ,, DDR4-3200", 1TB SSD,"16.00 inch 16:9, 3840 x 2160 pixel 275 PPI, OLED, glossy: yes, 60 Hz",2.4,
Asus ProArt Studiobook 16 H5600QR,2022,Windows,ryzen 9 5900hx,8,16,3.3,4.6,7,16.0,45 W,geforce rtx 3070 mobile,8.0,GDDR6,256,1110 MHz,1750 MHz,"32 GB  ,, DDR4-3200 Dual-Channel, Timings: 22-22-22-52",", 1024 GB  ","16.00 inch 16:10, 3840 x 2400 pixel 283 PPI, No, Samsung ATNA60YV02-0, OLED, Pantone-validated, VESA DisplayHDR True Black 500-certified, glossy: yes, HDR, 60 Hz",2.4,
Asus L510MA-DH21,2022,Windows,pentium silver n5030,4,4,1.1,3.3,14,4.0,6 W,uhd graphics 605,,,,200 MHz,System Shared,4 GB  , 128GB,"15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, 60 Hz",1.63,
"Asus ExpertBook P2451FA, i3-10110U",2022,Windows,core i3-10110u,2,4,2.1,4.1,14,4.0,25 W,uhd graphics 620,,,,300 MHz,System Shared,"8 GB  ,, DDR4-2666","256 GB NVMe, 256 GB  ","14.00 inch 16:9, 1920 x 1080 pixel 157 PPI, IPS, glossy: no, 60 Hz",1.52,620 Euro
Asus ExpertBook L1 L1401CDA-EK0457R,2022,Windows,ryzen 3 3250u,2,4,2.6,3.5,14,4.0,15 W,radeon rx vega 3,,,,1200 MHz,System Shared,"8 GB  ,, DDR4","256 GB NVMe, 256 GB  ","14.00 inch 16:9, 1920 x 1080 pixel 157 PPI, glossy: no, 60 Hz",1.5,300 Euro
Asus ExpertBook B9450CEA-XH75,2022,Windows,core i7-1165g7,4,8,2.8,4.7,10,12.0,28 W,iris xe graphics g7 96eus,,,,300 MHz,System Shared,"16 GB  ,, DDR4", 1TB M.2 NVMe,"14.00 inch 16:9, 1920 x 1080 pixel 157 PPI, LED, glossy: no",1.01,
Asus ExpertBook B7 Flip B7402FEA-LA0413R,2022,Windows,core i7-1195g7,4,8,2.9,5.0,10,12.0,28 W,iris xe graphics g7 96eus,,,,300 MHz,System Shared,"16 GB  ,, DDR4-3200", 1TB SSD,"14.00 inch 16:10, 1920 x 1200 pixel 162 PPI, Capacitive, native pen support, IPS, glossy: yes, 60 Hz",1.49,
Asus ExpertBook B7 Flip B7402FEA-L90074R,2022,Windows,core i5-1155g7,4,8,2.5,4.5,10,8.0,28 W,iris xe graphics g7 80eus,,,,300 MHz,System Shared,"16 GB  ,, DDR4-3200", 512GB SSD,"14.00 inch 16:10, 2560 x 1600 pixel 216 PPI, Capacitive, IPS, glossy: yes, 60 Hz",1.49,1500 Euro
B5302FEA-LG0081R,2022,Windows,core i5-1135g7,4,8,2.4,4.2,10,8.0,28 W,iris xe graphics g7 80eus,,,,300 MHz,System Shared,"16 GB  ,, DDR4-3200 MHz SO-DIMM Single-Channel",", 512 GB  ","13.30 inch 16:9, 1920 x 1080 pixel 166 PPI, 1, native pen support, N133HCE-EN2, IPS, glossy: no, 60 Hz",1.25,899 Euro
